6326000	614000	4013
6325750	614000	4024
6325500	614000	4033
6325250	614000	4039
6325000	614000	4053
6324750	614000	4066
6324500	614000	4074
6324250	614000	4072
6324000	614000	4075
6323750	614000	4082
6323500	614000	4099
6323250	614000	4104
6323000	614000	4106
6322750	614000	4104
6322500	614000	4096
6322250	614000	4090
6322000	614000	4084
6321750	614000	4085
6321500	614000	4081
6321250	614000	4080
6321000	614000	4089
6320750	614000	4104
6320500	614000	4102
6320250	614000	4096
6320000	614000	4088
6319750	614000	4083
6319500	614000	4067
6319250	614000	4057
6319000	614000	4051
6326000	614250	4001
6325750	614250	4011
6325500	614250	4023
6325250	614250	4035
6325000	614250	4053
6324750	614250	4063
6324500	614250	4071
6324250	614250	4072
6324000	614250	4072
6323750	614250	4079
6323500	614250	4085
6323250	614250	4096
6323000	614250	4099
6322750	614250	4097
6322500	614250	4093
6322250	614250	4092
6322000	614250	4087
6321750	614250	4081
6321500	614250	4083
6321250	614250	4084
6321000	614250	4093
6320750	614250	4101
6320500	614250	4100
6320250	614250	4099
6320000	614250	4095
6319750	614250	4088
6319500	614250	4076
6319250	614250	4065
6319000	614250	4060
6326000	614500	3992
6325750	614500	4000
6325500	614500	4015
6325250	614500	4034
6325000	614500	4050
6324750	614500	4058
6324500	614500	4065
6324250	614500	4069
6324000	614500	4075
6323750	614500	4076
6323500	614500	4086
6323250	614500	4091
6323000	614500	4094
6322750	614500	4095
6322500	614500	4086
6322250	614500	4085
6322000	614500	4076
6321750	614500	4079
6321500	614500	4083
6321250	614500	4094
6321000	614500	4093
6320750	614500	4100
6320500	614500	4104
6320250	614500	4107
6320000	614500	4099
6319750	614500	4092
6319500	614500	4081
6319250	614500	4073
6319000	614500	4072
6326000	614750	3992
6325750	614750	4001
6325500	614750	4013
6325250	614750	4027
6325000	614750	4041
6324750	614750	4050
6324500	614750	4056
6324250	614750	4066
6324000	614750	4072
6323750	614750	4079
6323500	614750	4083
6323250	614750	4088
6323000	614750	4096
6322750	614750	4097
6322500	614750	4086
6322250	614750	4080
6322000	614750	4075
6321750	614750	4079
6321500	614750	4087
6321250	614750	4094
6321000	614750	4097
6320750	614750	4106
6320500	614750	4114
6320250	614750	4111
6320000	614750	4108
6319750	614750	4105
6319500	614750	4101
6319250	614750	4092
6319000	614750	4082
6326000	615000	4002
6325750	615000	4006
6325500	615000	4011
6325250	615000	4024
6325000	615000	4030
6324750	615000	4045
6324500	615000	4054
6324250	615000	4061
6324000	615000	4069
6323750	615000	4077
6323500	615000	4081
6323250	615000	4087
6323000	615000	4089
6322750	615000	4090
6322500	615000	4086
6322250	615000	4079
6322000	615000	4077
6321750	615000	4083
6321500	615000	4091
6321250	615000	4093
6321000	615000	4101
6320750	615000	4110
6320500	615000	4119
6320250	615000	4118
6320000	615000	4121
6319750	615000	4113
6319500	615000	4113
6319250	615000	4107
6319000	615000	4093
6326000	615250	4016
6325750	615250	4017
6325500	615250	4017
6325250	615250	4022
6325000	615250	4024
6324750	615250	4041
6324500	615250	4048
6324250	615250	4056
6324000	615250	4060
6323750	615250	4071
6323500	615250	4077
6323250	615250	4081
6323000	615250	4084
6322750	615250	4084
6322500	615250	4087
6322250	615250	4079
6322000	615250	4081
6321750	615250	4082
6321500	615250	4084
6321250	615250	4093
6321000	615250	4102
6320750	615250	4112
6320500	615250	4122
6320250	615250	4125
6320000	615250	4127
6319750	615250	4125
6319500	615250	4122
6319250	615250	4114
6319000	615250	4109
6326000	615500	4032
6325750	615500	4026
6325500	615500	4025
6325250	615500	4020
6325000	615500	4012
6324750	615500	4031
6324500	615500	4042
6324250	615500	4047
6324000	615500	4052
6323750	615500	4065
6323500	615500	4073
